hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
ヒロキ,20250811,260,260,1658059,6377.15,115378,443.76153846153846,0.4653846153846154,0.3269230769230769,3.1517536681575575,strong
ヒロキ,20250812,253,253,734764,2904.205533596838,-34809,-137.58498023715416,0.3241106719367589,0.22134387351778656,-0.5482609098088473,normal
ヒロキ,20250813,253,253,758481,2997.9486166007905,-49778,-196.7509881422925,0.33201581027667987,0.22529644268774704,-0.9248264945811016,recovery
ヒロキ,20250814,243,243,628913,2588.119341563786,15921,65.51851851851852,0.35390946502057613,0.26337448559670784,0.7444034169925311,normal
ヒロキ,20250815,256,256,853474,3333.8828125,-58067,-226.82421875,0.34375,0.234375,-1.1162293637410257,recovery
ヒロキ,20250816,259,259,1420113,5483.061776061776,117949,455.4015444015444,0.4362934362934363,0.3359073359073359,3.2258371799364585,strong
ヒロキ,20250817,258,258,1227404,4757.37984496124,-7674,-29.74418604651163,0.43410852713178294,0.29069767441860467,0.13809825425395011,normal
ヒロキ,20250818,231,231,482186,2087.3852813852814,-73141,-316.6277056277056,0.29004329004329005,0.22077922077922077,-1.687789010031676,recovery
ヒロキ,20250819,223,223,515752,2312.7892376681616,-20068,-89.99103139013452,0.3094170403587444,0.22869955156950672,-0.24534638483474944,normal
ヒロキ,20250820,224,224,515619,2301.870535714286,-44611,-199.15625,0.32589285714285715,0.21428571428571427,-0.940134927075486,recovery
ヒロキ,20250821,229,229,501103,2188.2227074235807,-884,-3.8602620087336246,0.4017467248908297,0.3056768558951965,0.30283803198433157,normal
ヒロキ,20250822,235,235,551079,2345.0170212765956,-8449,-35.9531914893617,0.37872340425531914,0.26382978723404255,0.0985806689338513,normal
ヒロキ,20250823,257,257,1285970,5003.774319066148,-27609,-107.42801556420234,0.38132295719844356,0.2801556420233463,-0.35632511019847546,normal
ヒロキ,20250824,258,258,1085209,4206.236434108527,-26447,-102.5077519379845,0.375968992248062,0.26356589147286824,-0.3250097990047407,normal
